hex,built,capacity_cph
87266c91effffff,0,0
87266c911ffffff,0,0
87266c915ffffff,0,0
87266c914ffffff,0,0
87266c932ffffff,0,0
87266c831ffffff,0,0
872a926c3ffffff,0,0
872a92681ffffff,0,0
872661a6affffff,0,0
87266c820ffffff,0,0
87266c821ffffff,0,0
87266c82cffffff,0,0
87266c953ffffff,0,0
87266c95effffff,0,0
87266c95cffffff,0,0
87266c943ffffff,0,0
87266c941ffffff,0,0
87266c94cffffff,0,0
87266c96bffffff,0,0
872a934b6ffffff,0,0
872a934b4ffffff,0,0
872a934b5ffffff,0,0
872a934a6ffffff,0,0
872a934a0ffffff,0,0
872a934a4ffffff,0,0
872a934a5ffffff,0,0
872a9358bffffff,0,0
872a93416ffffff,0,0
872a93414ffffff,0,0
872a93433ffffff,0,0
872a93431ffffff,0,0
872a93404ffffff,0,0
872a93423ffffff,0,0
872a93421ffffff,0,0
872a93552ffffff,0,0
872a93550ffffff,0,0
872a93551ffffff,0,0
872a9355cffffff,1,1
872a9355dffffff,0,0
872a9354affffff,0,0
872a93548ffffff,0,0
872a9354bffffff,0,0
872a93549ffffff,0,0
872a930b2ffffff,0,0
872a930b0ffffff,0,0
872a930b4ffffff,0,0
872a9319bffffff,0,0
872a93198ffffff,0,0
872a9319dffffff,0,0
872a93183ffffff,0,0
872a93181ffffff,0,0
872a93185ffffff,0,0
872a931aaffffff,0,0
872a931aeffffff,0,0
872a931a8ffffff,0,0
872a93180ffffff,0,0
872a9354effffff,0,0
872a9342cffffff,0,0
87266cdaeffffff,0,0
87266cd85ffffff,0,0
87266cda3ffffff,0,0
87266cd84ffffff,0,0
87266cdb1ffffff,0,0
872661b41ffffff,0,0
872661b4cffffff,0,0
872661b6bffffff,0,0
872661b69ffffff,0,0
872a926b4ffffff,0,0
872a9279bffffff,0,0
872a926a6ffffff,0,0
872a926a4ffffff,0,0
872a926a5ffffff,0,0
872a92616ffffff,0,0
872a92610ffffff,0,0
872a92613ffffff,0,0
872a9261effffff,0,0
872a9261affffff,0,0
872a926f4ffffff,0,0
872a926f0ffffff,0,0
872a926f1ffffff,0,0
872a926eaffffff,0,0
872a926eeffffff,0,0
872a926ecffffff,0,0
872a92652ffffff,0,0
872a92653ffffff,0,0
872a92650ffffff,0,0
872a92655ffffff,0,0
87266c804ffffff,0,0
872a92614ffffff,0,0
872a92789ffffff,0,0
872a92632ffffff,0,0
872a9278dffffff,0,0
872a927abffffff,0,0
872661b53ffffff,0,0
872661b58ffffff,0,0
87266cdb5ffffff,0,0
87266cdb4ffffff,0,0
872661a5bffffff,0,0
872661a5affffff,0,0
872661a5effffff,0,0
872a927a4ffffff,0,0
872a9244affffff,0,0
872a9245dffffff,0,0
872a9244effffff,0,0
872a92443ffffff,0,0
872a92440ffffff,0,0
872a92446ffffff,0,0
872a92444ffffff,0,0
872a92462ffffff,0,0
87274b502ffffff,0,0
87274b51cffffff,0,0
87274b511ffffff,0,0
87274b515ffffff,0,0
87274b533ffffff,0,0
87274b514ffffff,0,0
87274b532ffffff,0,0
87274b536ffffff,0,0
87274a26bffffff,0,0
87274a26affffff,0,0
87274a241ffffff,0,0
87274a24effffff,0,0
87274a268ffffff,0,0
87274a26cffffff,0,0
87274bcb3ffffff,0,0
87274bcb0ffffff,0,0
87274bcb4ffffff,0,0
87274bd9bffffff,0,0
87274bd99ffffff,0,0
87274bca4ffffff,0,0
87274bd8affffff,0,0
87274bd88ffffff,0,0
87274bd8dffffff,0,0
87274bc36ffffff,0,0
87274bd9dffffff,0,0
87274bd8effffff,0,0
87274bd83ffffff,0,0
87274bd82ffffff,0,0
87274bd86ffffff,0,0
87274bdb1ffffff,0,0
87274bdb0ffffff,0,0
87274bdb4ffffff,0,0
87274aa5affffff,0,0
87274a245ffffff,0,0
87274a26effffff,0,0
87274a263ffffff,0,0
87274a25dffffff,0,0
87274a24affffff,0,0
87274a259ffffff,0,0
87274b5a4ffffff,0,0
87274b5a6ffffff,0,0
87274b5a0ffffff,0,0
87274b5a2ffffff,0,0
87274b5a3ffffff,0,0
87274b584ffffff,0,0
87274b580ffffff,0,0
87274b581ffffff,0,0
87274b583ffffff,0,0
87274b59dffffff,0,0
87274b599ffffff,0,0
87274b4a6ffffff,0,0
87274b4b5ffffff,0,0
87274b4b1ffffff,0,0
87274b4b3ffffff,0,0
87274b495ffffff,0,0
87274b490ffffff,0,0
87274b491ffffff,0,0
87274b493ffffff,0,0
87274b49effffff,0,0
87274b49affffff,0,0
872664b34ffffff,0,0
872664b30ffffff,0,0
872664b02ffffff,0,0
872664b1cffffff,0,0
87274b003ffffff,0,0
87274b459ffffff,0,0
872665883ffffff,0,0
87266589cffffff,0,0
87266589dffffff,0,0
872665899ffffff,0,0
87266589bffffff,0,0
872665126ffffff,0,0
872665122ffffff,0,0
872665131ffffff,0,0
872665104ffffff,0,0
872665106ffffff,0,0
872665100ffffff,0,0
872665102ffffff,0,0
872665103ffffff,0,0
87266511cffffff,0,0
872665118ffffff,0,0
87266511bffffff,0,0
872665035ffffff,0,0
872665031ffffff,0,0
872665006ffffff,0,0
872665002ffffff,0,0
87266501cffffff,0,0
87266501dffffff,0,0
872665018ffffff,1,1
872665003ffffff,0,0
872665000ffffff,0,0
872665001ffffff,0,0
872665011ffffff,0,0
872665013ffffff,0,0
8726650acffffff,0,0
8726650a1ffffff,0,0
8726650a3ffffff,0,0
872665084ffffff,0,0
872665086ffffff,0,0
8726650b3ffffff,0,0
872665094ffffff,0,0
872665096ffffff,0,0
872665465ffffff,0,0
872665460ffffff,0,0
872665462ffffff,0,0
872665471ffffff,0,0
872665473ffffff,0,0
872665446ffffff,0,0
87266502affffff,0,0
872665028ffffff,0,0
87266502dffffff,0,0
87266515affffff,0,0
872665158ffffff,0,0
87266515cffffff,0,0
872669585ffffff,0,0
8726695a3ffffff,0,0
8726695a0ffffff,0,0
8726695a6ffffff,0,0
872668259ffffff,0,0
87266825dffffff,0,0
872668243ffffff,0,0
872668240ffffff,0,0
872668244ffffff,0,0
872668266ffffff,0,0
872668359ffffff,0,0
87266835dffffff,0,0
872668343ffffff,0,0
872668340ffffff,0,0
872668345ffffff,0,0
87266836effffff,0,0
872668363ffffff,0,0
872668360ffffff,0,0
872668365ffffff,0,0
872669d96ffffff,0,0
872668acbffffff,0,0
872668ac9ffffff,0,0
872a96cedffffff,0,0
872a96c53ffffff,0,0
872a96c51ffffff,0,0
872a96c55ffffff,0,0
872a96c46ffffff,0,0
872a96c73ffffff,0,0
872a96c71ffffff,0,0
872a96c62ffffff,0,0
872a96c66ffffff,0,0
872a96c64ffffff,0,0
872a96d59ffffff,0,0
872a96d4affffff,0,0
872a96d5dffffff,0,0
872a96d4effffff,0,0
872a96d41ffffff,0,0
872a96d40ffffff,0,0
872a96d45ffffff,0,0
872a96d63ffffff,0,0
872a96d62ffffff,0,0
872a96d66ffffff,0,0
8727496d9ffffff,0,0
8727496caffffff,0,0
8727496c8ffffff,0,0
8727496cdffffff,0,0
872a969b6ffffff,0,0
8727496dbffffff,0,0
872a96d74ffffff,0,0
872a96d76ffffff,0,0
872a96d2bffffff,0,0
872a96d0cffffff,0,0
872a96d0effffff,0,0
872a96d03ffffff,1,1
872a96d00ffffff,0,0
872a96d06ffffff,0,0
872a96d31ffffff,0,0
872a96d35ffffff,0,0
872a96d34ffffff,0,0
87274969affffff,0,0
87274ba6dffffff,0,0
872749693ffffff,0,0
872749691ffffff,0,0
872749690ffffff,0,0
872749694ffffff,0,0
872a96d30ffffff,0,0
872a96d02ffffff,0,0
872a96d1dffffff,0,0
872a96d19ffffff,0,0
872a96c26ffffff,0,0
872a96c22ffffff,0,0
872a96c04ffffff,0,0
872a96c05ffffff,0,0
872a96c01ffffff,0,0
872a96c0effffff,0,0
872a96c08ffffff,0,0
872a96c0bffffff,0,0
872a96ce5ffffff,0,0
872a96ce1ffffff,0,0
872a96ceeffffff,0,0
872a9655cffffff,0,0
872a9655effffff,0,0
872a9642dffffff,0,0
872a96429ffffff,0,0
872a9642bffffff,0,0
872a96476ffffff,0,0
872a96472ffffff,0,0
872a96454ffffff,0,0
872a96450ffffff,0,0
872a96452ffffff,0,0
872a964e1ffffff,0,0
872a964e3ffffff,0,0
872a964e2ffffff,0,0
872a964c4ffffff,0,0
872a964c6ffffff,0,0
872a964c0ffffff,0,0
872a964c2ffffff,0,0
872a964d5ffffff,0,0
872a964d1ffffff,0,0
872a964d0ffffff,0,0
872a964d3ffffff,0,0
872665b2cffffff,0,0
872665b28ffffff,0,0
872665b2effffff,0,0
872665b05ffffff,0,0
872665b00ffffff,0,0
872665b02ffffff,0,0
872665b1cffffff,0,0
872665b11ffffff,0,0
872665b1effffff,0,0
872665b13ffffff,0,0
872665badffffff,0,0
872665ba8ffffff,0,0
872665babffffff,1,1
872665b8cffffff,1,1
872665b81ffffff,0,0
872665b83ffffff,0,0
872665b9cffffff,0,0
872665b91ffffff,0,0
872665b9effffff,0,0
872665b93ffffff,0,0
87266516dffffff,0,0
872665168ffffff,0,0
87266516bffffff,0,0
87266516affffff,0,0
87266514cffffff,0,0
872665454ffffff,0,0
872665456ffffff,0,0
87266540bffffff,0,0
8726654e4ffffff,1,1
8726654e6ffffff,0,0
87266541bffffff,0,0
8726654f5ffffff,0,0
8726654f4ffffff,0,0
8726654f6ffffff,0,0
87266548dffffff,0,0
872665488ffffff,0,0
87266548cffffff,0,0
87266548effffff,0,0
87266549effffff,0,0
87266086dffffff,0,0
872660868ffffff,0,0
87266086effffff,0,0
87266086affffff,0,0
872660845ffffff,0,0
872660840ffffff,0,0
872660842ffffff,0,0
872660851ffffff,0,0
872660850ffffff,0,0
872660853ffffff,0,0
872660852ffffff,0,0
8726608e1ffffff,0,0
8726608e3ffffff,0,0
8726608e2ffffff,0,0
8726608c4ffffff,0,0
8726608f1ffffff,0,0
8726608f3ffffff,0,0
8726608d4ffffff,0,0
872660889ffffff,0,0
87266088bffffff,0,0
872660124ffffff,0,0
872660126ffffff,0,0
87266089bffffff,0,0
872660135ffffff,0,0
872660134ffffff,0,0
872660136ffffff,0,0
872660c4dffffff,0,0
872660c48ffffff,0,0
872660c5dffffff,0,0
872660c59ffffff,0,0
872660c58ffffff,0,0
872660c5affffff,0,0
872660ce9ffffff,0,0
872660cebffffff,0,0
872660ceaffffff,0,0
872660cccffffff,0,0
872660cceffffff,0,0
872660cddffffff,0,0
872660cd8ffffff,0,0
872660cdeffffff,0,0
872660cdaffffff,0,0
87266052dffffff,0,0
872660528ffffff,0,0
87266052affffff,0,0
872660501ffffff,0,0
872660500ffffff,0,0
872660503ffffff,0,0
872660502ffffff,0,0
872660511ffffff,0,0
872660513ffffff,0,0
872660512ffffff,0,0
8726605a1ffffff,0,0
8726605a3ffffff,0,0
872660584ffffff,0,0
872660586ffffff,0,0
872660595ffffff,0,0
872660594ffffff,0,0
872660590ffffff,0,0
872660596ffffff,0,0
872662965ffffff,0,0
872662960ffffff,0,0
872662962ffffff,0,0
872662975ffffff,0,0
872662971ffffff,0,0
872662970ffffff,0,0
872662972ffffff,0,0
872662909ffffff,1,1
872662956ffffff,0,0
872662952ffffff,0,0
872662821ffffff,0,0
87266282cffffff,0,0
87266282effffff,0,0
87266282affffff,0,0
872662801ffffff,0,0
87266280effffff,0,0
87266280affffff,0,0
872662819ffffff,0,0
8726628e6ffffff,0,0
8726628f5ffffff,0,0
8726628f1ffffff,0,0
8726628f3ffffff,0,0
8726628d5ffffff,0,0
8726628d4ffffff,0,0
8726628d6ffffff,0,0
872662125ffffff,0,0
872662120ffffff,0,0
872662122ffffff,0,0
872662135ffffff,0,0
872662134ffffff,0,0
872662c69ffffff,0,0
872662c68ffffff,0,0
872662c6effffff,0,0
872662c45ffffff,0,0
872662c44ffffff,0,0
872662c46ffffff,0,0
872662c73ffffff,0,0
872662c54ffffff,0,0
872662c56ffffff,0,0
872662ce4ffffff,0,0
872662ce6ffffff,0,0
872662cf5ffffff,0,0
872662cf0ffffff,0,0
872662cf2ffffff,0,0
872662cf6ffffff,0,0
872662cf3ffffff,0,0
872662c71ffffff,0,0
872662c63ffffff,0,0
872662c61ffffff,0,0
872662c6cffffff,0,0
872662c6dffffff,0,0
8727496b2ffffff,0,0
8727496b6ffffff,0,0
8727496b4ffffff,0,0
87274bb69ffffff,0,0
87274bb6dffffff,0,0
872749793ffffff,1,1
872749790ffffff,0,0
872749796ffffff,0,0
8727494c9ffffff,0,0
8727494c8ffffff,0,0
8727494cdffffff,0,0
8727494ccffffff,0,0
8727494eaffffff,0,0
8727494eeffffff,0,0
8727494e3ffffff,0,0
8727494e0ffffff,0,0
8727494e5ffffff,0,0
8727494e4ffffff,1,1
87274940affffff,0,0
87274940effffff,0,0
872749403ffffff,0,0
872749400ffffff,0,0
872749404ffffff,0,0
872749431ffffff,0,0
872749435ffffff,0,0
872749434ffffff,0,0
87274951affffff,0,0
8727495adffffff,0,0
872749513ffffff,0,0
872749510ffffff,0,0
872749514ffffff,0,0
872748249ffffff,0,0
872749532ffffff,0,0
87274824dffffff,0,0
87274826bffffff,0,0
87274826affffff,0,0
87274826effffff,0,0
872748263ffffff,1,1
872748260ffffff,0,0
872748264ffffff,0,0
87274834affffff,0,0
87274834effffff,0,0
872748341ffffff,0,0
872748340ffffff,0,0
872748344ffffff,0,0
872748363ffffff,0,0
872748362ffffff,0,0
872748360ffffff,0,0
872748364ffffff,0,0
872748365ffffff,0,0
872748acbffffff,0,0
872748ac8ffffff,0,0
872748acdffffff,0,0
872748aebffffff,0,0
872748ae9ffffff,0,0
872748ae8ffffff,0,0
872748aecffffff,0,0
872748a52ffffff,0,0
872748a56ffffff,0,0
872748a54ffffff,0,0
872748a73ffffff,0,0
872748a70ffffff,0,0
872748a74ffffff,0,0
872748b5bffffff,0,0
872748b58ffffff,0,0
872748b5dffffff,0,0
872748b43ffffff,0,0
872748b41ffffff,0,0
87274d793ffffff,0,0
87274d790ffffff,0,0
87274d791ffffff,0,0
87274d795ffffff,0,0
87274d782ffffff,0,0
87274d786ffffff,0,0
87274d8c9ffffff,0,0
87274dbb2ffffff,0,0
87274dbb0ffffff,0,0
87274dbb6ffffff,0,0
87274d142ffffff,0,0
87274d232ffffff,0,0
87274d230ffffff,0,0
87274d233ffffff,0,0
87274d215ffffff,0,0
87274d202ffffff,0,0
87274d211ffffff,0,0
87274d21cffffff,0,0
87274d21effffff,0,0
87274d218ffffff,0,0
87274d21bffffff,0,0
87274d2e6ffffff,0,0
87274d2f5ffffff,0,0
87274d2e2ffffff,0,0
87274d2c4ffffff,0,0
87274d2c0ffffff,0,0
87274d2c1ffffff,0,0
87274d2ceffffff,0,0
87274d2c8ffffff,0,0
87274d2cbffffff,0,0
872ab2596ffffff,1,1
872ab2594ffffff,0,0
872ab2595ffffff,0,0
872ab2591ffffff,0,0
872ab2582ffffff,0,0
872ab259cffffff,0,0
872ab2598ffffff,0,0
872ab259bffffff,0,0
872ab24a6ffffff,1,1
872ab24a2ffffff,0,0
872ab2484ffffff,0,0
872ab2485ffffff,0,0
872ab2481ffffff,0,0
872ab248cffffff,0,0
872ab2488ffffff,0,0
872ab2489ffffff,0,0
872ab24d6ffffff,0,0
872ab24d2ffffff,0,0
872749b2cffffff,0,0
872749b2dffffff,0,0
872749b29ffffff,0,0
872749b76ffffff,0,0
872749b74ffffff,0,0
872749b70ffffff,0,0
872749b71ffffff,0,0
872749b46ffffff,0,0
872749b42ffffff,0,0
872749b43ffffff,0,0
872749b5dffffff,0,0
872749b59ffffff,0,0
872749a66ffffff,0,0
872749a62ffffff,0,0
872749a44ffffff,0,0
872749a45ffffff,0,0
872749a41ffffff,0,0
872749a4cffffff,0,0
872749a48ffffff,1,1
872749a4effffff,0,0
872749a4dffffff,0,0
872a94d32ffffff,0,0
872a94d30ffffff,0,0
872a94d31ffffff,0,0
872a94d22ffffff,0,0
872749a49ffffff,0,0
872749a4bffffff,0,0
872a94d16ffffff,0,0
872a94da5ffffff,0,0
872a94d12ffffff,0,0
872a94dacffffff,0,0
872a94dadffffff,0,0
872a94da9ffffff,0,0
872a94c36ffffff,0,0
872a96095ffffff,0,0
872a96090ffffff,0,0
872a96091ffffff,0,0
872a9609effffff,0,0
872a96098ffffff,0,0
872a9609affffff,0,0
872a9609bffffff,0,0
872a96735ffffff,0,0
872a9645bffffff,0,0
872a967b4ffffff,0,0
872a964e9ffffff,0,0
872a964ebffffff,0,0
872a964eaffffff,0,0
872a964c5ffffff,0,0
872a960b2ffffff,0,0
872a960b6ffffff,0,0
872a9656bffffff,0,0
872a96568ffffff,0,0
872a9656cffffff,0,0
87274b30affffff,0,0
87274b319ffffff,0,0
87274b31bffffff,0,0
87274b31affffff,0,0
87274b3adffffff,0,0
87274b313ffffff,0,0
87274b312ffffff,0,0
87274b316ffffff,0,0
87274b049ffffff,0,0
87274b048ffffff,0,0
87274b04cffffff,0,0
87274b041ffffff,0,0
87274b045ffffff,0,0
87274b044ffffff,0,0
87274b046ffffff,0,0
87274b073ffffff,0,0
87274b054ffffff,0,0
87274b056ffffff,0,0
87274b0e5ffffff,0,0
872a96651ffffff,0,0
872a9665cffffff,0,0
872a96658ffffff,0,0
872a9665bffffff,0,0
872a929a6ffffff,0,0
872a929a2ffffff,0,0
872a92984ffffff,0,0
872a92985ffffff,0,0
872a92981ffffff,0,0
872a9298effffff,0,0
872a92988ffffff,0,0
872a9298bffffff,0,0
872a928a5ffffff,0,0
872a92812ffffff,0,0
872a928acffffff,0,0
872a928a8ffffff,0,0
872a928a9ffffff,0,0
872a928f6ffffff,0,0
872a928f4ffffff,0,0
872a92855ffffff,0,0
872a92842ffffff,0,0
872a92840ffffff,0,0
872a92844ffffff,0,0
872a92845ffffff,0,0
872a9286effffff,0,0
872a92861ffffff,0,0
872a90492ffffff,0,0
872a90493ffffff,0,0
872a9049effffff,0,0
872a90498ffffff,0,0
872a9049dffffff,0,0
872a9048affffff,0,0
872a9048bffffff,0,0
872a904d6ffffff,0,0
872a904d4ffffff,0,0
872a96276ffffff,0,0
872a9622bffffff,0,0
872a9620dffffff,0,0
872a9620cffffff,0,0
872a9620effffff,0,0
872a9621dffffff,0,0
872a96218ffffff,0,0
872a9621affffff,0,0
872a962adffffff,0,0
872a962a9ffffff,0,0
872a962a8ffffff,0,0
872a962abffffff,0,0
872a962aaffffff,0,0
872a96281ffffff,0,0
872a96283ffffff,0,0
872a9629cffffff,0,0
872a9629effffff,0,0
872a96293ffffff,0,0
872a9666dffffff,0,0
872a9666cffffff,0,0
872a9666effffff,0,0
872a96645ffffff,0,0
872a96644ffffff,0,0
872a96646ffffff,0,0
87266894effffff,0,0
872668948ffffff,0,0
87266894cffffff,0,0
872668941ffffff,0,0
87266896affffff,0,0
872a96470ffffff,0,0
872665029ffffff,0,0
87266502bffffff,0,0
87266500cffffff,0,0
87266500effffff,0,0
87266501effffff,0,0
87266514dffffff,0,0
872665ab2ffffff,0,0
872665ab0ffffff,0,0
872665ab3ffffff,0,0
872665a86ffffff,0,0
872665a80ffffff,0,0
872665a83ffffff,0,0
872665a8effffff,0,0
872665a88ffffff,0,0
872665a8bffffff,0,0
872665a89ffffff,0,0
872665ad4ffffff,0,0
872665ad0ffffff,0,0
872665ad5ffffff,0,0
872665ac2ffffff,0,0
872665ac6ffffff,0,0
872665ac0ffffff,0,0
872665ac5ffffff,0,0
872665aeeffffff,0,0
872665ae8ffffff,0,0
872665aedffffff,0,0
872665a5effffff,0,0
872665a58ffffff,0,0
872665a43ffffff,0,0
872665a40ffffff,0,0
872665a44ffffff,0,0
872665a62ffffff,0,0
872665a66ffffff,0,0
872a96561ffffff,0,0
872748262ffffff,0,0
872748271ffffff,0,0
872748273ffffff,0,0
872748254ffffff,0,0
872748250ffffff,0,0
872748256ffffff,0,0
872748252ffffff,0,0
8727482e1ffffff,0,0
8727482e3ffffff,0,0
8727482c4ffffff,0,0
8727482f1ffffff,0,0
8727482f3ffffff,0,0
8727482f2ffffff,0,0
8727482d4ffffff,0,0
872748289ffffff,0,0
87274828bffffff,0,0
87274b924ffffff,0,0
87274b926ffffff,0,0
87274b935ffffff,0,0
87274b930ffffff,0,0
87274b932ffffff,0,0
87274b914ffffff,0,0
872748649ffffff,0,0
87274b916ffffff,0,0
87274b9a5ffffff,0,0
87274b9a4ffffff,0,0
87274b9a0ffffff,1,1
87274b9a6ffffff,0,0
872748659ffffff,0,0
872748658ffffff,0,0
87274865cffffff,0,0
872748651ffffff,0,0
872748655ffffff,0,0
872748673ffffff,0,0
872748670ffffff,0,0
872748676ffffff,0,0
872748629ffffff,0,0
872748628ffffff,0,0
87274862dffffff,0,0
87274862cffffff,0,0
872748752ffffff,0,0
872748756ffffff,0,0
87274870bffffff,0,0
872748708ffffff,1,1
87274870effffff,0,0
87274870cffffff,0,0
872748701ffffff,0,0
872748705ffffff,0,0
872748723ffffff,0,0
872748722ffffff,0,0
872748726ffffff,0,0
872748099ffffff,0,0
872748098ffffff,0,0
87274809cffffff,0,0
872748091ffffff,0,0
872748095ffffff,0,0
8727480b3ffffff,0,0
8727480b2ffffff,0,0
8727480b0ffffff,0,0
8727480b6ffffff,0,0
872748569ffffff,0,0
872748561ffffff,0,0
872748565ffffff,0,0
872748ccbffffff,0,0
872748564ffffff,0,0
872748566ffffff,0,0
872748192ffffff,0,0
872748642ffffff,0,0
872748640ffffff,0,0
872748643ffffff,0,0
872748641ffffff,0,0
87274864effffff,0,0
87274864cffffff,0,0
87274864dffffff,0,0
872a96cccffffff,0,0
872a96193ffffff,0,0
872a9656dffffff,0,0
872a96569ffffff,0,0
872664a42ffffff,0,0
872664a55ffffff,0,0
872664a50ffffff,0,0
872664a56ffffff,0,0
872664ae5ffffff,0,0
872664ae4ffffff,0,0
872664ae6ffffff,0,0
872664a1bffffff,0,0
872664af4ffffff,0,0
872664af6ffffff,0,0
872664a8dffffff,0,0
872664a8cffffff,0,0
872664a8effffff,0,0
872664a83ffffff,0,0
872664a9dffffff,0,0
872664a9cffffff,1,1
872664a91ffffff,0,0
872664a82ffffff,0,0
872a96d1cffffff,0,0
872a96d1effffff,0,0
872a96dadffffff,0,0
872a96da8ffffff,0,0
872a96daeffffff,0,0
872a96d85ffffff,0,0
872a96d80ffffff,0,0
872a96d84ffffff,0,0
872a96d86ffffff,0,0
872a96d95ffffff,0,0
872a96d90ffffff,0,0
872a96d92ffffff,0,0
87274b365ffffff,0,0
87274bacbffffff,0,0
87274bacaffffff,0,0
87274bac8ffffff,0,0
87274baceffffff,0,0
87274bac1ffffff,0,0
87274bac5ffffff,0,0
87274bac4ffffff,0,0
87274baf1ffffff,0,0
87274baf5ffffff,0,0
87274baf0ffffff,0,0
87274baf4ffffff,0,0
87274baa9ffffff,0,0
87274baabffffff,0,0
87274ba8cffffff,0,0
87274ba8effffff,0,0
87274ba83ffffff,0,0
87274ba9cffffff,0,0
87274ba91ffffff,1,1
87274ba93ffffff,0,0
87274b06cffffff,0,0
87274b06effffff,0,0
872749696ffffff,0,0
87274ba65ffffff,0,0
87274ba60ffffff,0,0
87274ba66ffffff,0,0
87274ba75ffffff,0,0
87274ba70ffffff,0,0
87274ba76ffffff,0,0
87274ba72ffffff,0,0
87274ba0dffffff,0,0
87274ba08ffffff,0,0
87274ba0affffff,0,0
87274ba19ffffff,0,0
87274ba18ffffff,0,0
87274ba1bffffff,0,0
87274ba1affffff,0,0
872a92546ffffff,0,0
872a92540ffffff,0,0
872a92542ffffff,0,0
87266c806ffffff,0,0
87266c815ffffff,0,0
87266c811ffffff,0,0
87266c813ffffff,0,0
87266c8adffffff,0,0
872a92132ffffff,0,0
872a92133ffffff,0,0
872a92115ffffff,0,0
872a92106ffffff,0,0
872a92102ffffff,0,0
872a92103ffffff,0,0
872a9210effffff,0,0
872a92108ffffff,0,0
872a9210dffffff,0,0
872a92109ffffff,0,0
872a92172ffffff,0,0
872a92173ffffff,0,0
872a92146ffffff,0,0
872a92171ffffff,0,0
872a92162ffffff,0,0
872a92160ffffff,0,0
872a92165ffffff,0,0
872a92b96ffffff,0,0
872a92b90ffffff,0,0
872a92b94ffffff,0,0
872a92b95ffffff,0,0
872a9256bffffff,0,0
872a9254cffffff,0,0
872a9254dffffff,0,0
872a920b2ffffff,0,0
872a920b0ffffff,0,0
872a920b5ffffff,0,0
872a920a2ffffff,0,0
872a920a6ffffff,0,0
872a920a0ffffff,0,0
872a920a5ffffff,0,0
872a92016ffffff,0,0
872a92014ffffff,0,0
872a92033ffffff,0,0
872a92006ffffff,0,0
872a92031ffffff,0,0
872a92004ffffff,0,0
872a92023ffffff,0,0
872a92021ffffff,0,0
872a92152ffffff,0,0
872a92153ffffff,0,0
872a92150ffffff,0,0
872a92151ffffff,0,0
872a92155ffffff,0,0
872a92b86ffffff,0,0
872a92ba3ffffff,0,0
872a92ba1ffffff,0,0
872a92bacffffff,0,0
872a92b12ffffff,0,0
872a92b13ffffff,0,0
872a92b11ffffff,0,0
872a92b02ffffff,0,0
872a92b00ffffff,0,0
872a92b01ffffff,0,0
872a92b05ffffff,0,0
872a92b2effffff,0,0
872a92b2cffffff,0,0
872a92b2dffffff,0,0
872a904deffffff,0,0
872a904c6ffffff,0,0
872a904f1ffffff,0,0
872a904c4ffffff,0,0
872a904e2ffffff,0,0
872a904e3ffffff,0,0
872a904e1ffffff,0,0
872a90452ffffff,0,0
872a90450ffffff,0,0
872a90455ffffff,0,0
872a90446ffffff,0,0
872a90444ffffff,0,0
872a90463ffffff,0,0
872a90461ffffff,0,0
872a90465ffffff,0,0
872a90092ffffff,0,0
872a90096ffffff,0,0
872a90c30ffffff,0,0
872a90c34ffffff,0,0
872a90d1affffff,0,0
872a90d1effffff,0,0
872a90d1cffffff,0,0
872a90d11ffffff,0,0
872a90d15ffffff,0,0
872a90d33ffffff,0,0
872a90d31ffffff,0,0
872a90d35ffffff,0,0
872a9469bffffff,0,0
872a94699ffffff,0,0
872a90d24ffffff,0,0
872a9468bffffff,0,0
872a94689ffffff,0,0
872a946f2ffffff,0,0
872a946f0ffffff,0,0
872a946f5ffffff,0,0
872a946e6ffffff,0,0
872a946e0ffffff,0,0
872a946e5ffffff,0,0
872a94652ffffff,0,0
872a94650ffffff,0,0
872a94651ffffff,0,0
872a94642ffffff,0,0
872a94643ffffff,0,0
872a9464effffff,0,0
872a94648ffffff,0,0
872a9464dffffff,0,0
872a94649ffffff,0,0
872a90932ffffff,0,0
872a90914ffffff,0,0
872a90915ffffff,0,0
872a90902ffffff,0,0
872a90903ffffff,0,0
872a9090effffff,0,0
872a9090affffff,0,0
872a90908ffffff,0,0
872a9090bffffff,0,0
872a90956ffffff,0,0
872a90950ffffff,0,0
872a90951ffffff,0,0
872a90916ffffff,0,0
872a90912ffffff,0,0
872a909acffffff,0,0
872a909a8ffffff,0,0
872a909abffffff,0,0
872a9098dffffff,0,0
872a90989ffffff,0,0
872a90816ffffff,0,0
872a90812ffffff,0,0
872a908a1ffffff,0,0
872a908acffffff,0,0
872a908aeffffff,0,0
872a908a8ffffff,0,0
872a908abffffff,0,0
872a9088dffffff,0,0
872a9088cffffff,0,0
872a90881ffffff,0,0
872a90880ffffff,0,0
872a90884ffffff,0,0
872a90886ffffff,0,0
872a908b3ffffff,0,0
872a90894ffffff,0,0
872a90d49ffffff,0,0
872a90d48ffffff,0,0
872a90d4effffff,1,1
872a90d41ffffff,0,0
872a90d40ffffff,0,0
872a90d46ffffff,0,0
872a90d55ffffff,0,0
872a90d50ffffff,0,0
872a90d52ffffff,0,0
872a90c25ffffff,0,0
872a90c21ffffff,0,0
872a90c20ffffff,0,0
872a90ca3ffffff,0,0
872a96348ffffff,0,0
872a9634affffff,0,0
872a96359ffffff,0,0
872a96358ffffff,0,0
872a9635bffffff,0,0
872a9629affffff,0,0
872a92934ffffff,0,0
