hex,built,capacity_cph
872662345ffffff,0,0
872662340ffffff,0,0
872662342ffffff,0,0
872662351ffffff,0,0
87266235effffff,0,0
87266235affffff,0,0
872662229ffffff,0,0
872662276ffffff,0,0
872662272ffffff,0,0
872662209ffffff,0,0
872662256ffffff,0,0
8726622e5ffffff,0,0
8726622e0ffffff,0,0
8726622e3ffffff,0,0
8726622c5ffffff,1,1
8726622eaffffff,0,0
8726622ebffffff,0,0
8726635b6ffffff,0,0
872663d14ffffff,0,0
872661b8effffff,0,0
872661b88ffffff,0,0
872661b8bffffff,0,0
872660826ffffff,0,0
872660824ffffff,0,0
87266090bffffff,0,0
872660956ffffff,0,0
872660909ffffff,0,0
872660954ffffff,0,0
872660973ffffff,0,0
872664056ffffff,0,0
872664054ffffff,0,0
872664073ffffff,0,0
872664046ffffff,0,0
872664044ffffff,0,0
872664063ffffff,0,0
872664061ffffff,0,0
87266406cffffff,0,0
872664a93ffffff,0,0
8726640e0ffffff,0,0
87266440bffffff,0,0
872664456ffffff,0,0
872664452ffffff,0,0
872664450ffffff,0,0
872664455ffffff,0,0
872664446ffffff,0,0
87266479cffffff,0,0
872660c20ffffff,0,0
87266044bffffff,0,0
8726607a5ffffff,0,0
8726607a1ffffff,0,0
8726607aeffffff,0,0
8726607aaffffff,0,0
87266078cffffff,0,0
872660788ffffff,0,0
87266078affffff,0,0
87266078bffffff,0,0
8726606a5ffffff,0,0
8726606a1ffffff,0,0
8726606aeffffff,0,0
8726606aaffffff,0,0
87266068cffffff,0,0
87266068effffff,0,0
87266068affffff,0,0
872663d24ffffff,0,0
872663d23ffffff,0,0
872663d04ffffff,0,0
872663d00ffffff,0,0
872663d01ffffff,0,0
872663d0effffff,0,0
872663d0affffff,0,0
872663d0bffffff,0,0
872663c25ffffff,0,0
872663c21ffffff,0,0
872663c2cffffff,0,0
872663c2effffff,0,0
872663c28ffffff,0,0
872663c2bffffff,0,0
872663c76ffffff,0,0
872663c70ffffff,0,0
872663c73ffffff,0,0
872663c55ffffff,0,0
872663c42ffffff,0,0
872663c5cffffff,0,0
872663c58ffffff,0,0
872663c59ffffff,0,0
872663c5bffffff,0,0
8726631a6ffffff,0,0
8726631b5ffffff,0,0
8726631b1ffffff,0,0
872663180ffffff,0,0
872663183ffffff,0,0
87266319dffffff,0,0
87266318affffff,0,0
8726630a4ffffff,0,0
8726630a0ffffff,0,0
8726630a3ffffff,0,0
872663085ffffff,0,0
872663081ffffff,0,0
87266308cffffff,0,0
872663088ffffff,0,0
87266308affffff,0,0
87266308bffffff,0,0
872663725ffffff,0,0
872663721ffffff,0,0
872663723ffffff,0,0
872663705ffffff,0,0
872663700ffffff,0,0
872663703ffffff,0,0
87266371dffffff,0,0
872663719ffffff,0,0
872663626ffffff,0,0
872663622ffffff,0,0
872663604ffffff,0,0
872663600ffffff,0,0
872663602ffffff,0,0
872663603ffffff,0,0
87266361cffffff,0,0
872663618ffffff,0,0
87266361bffffff,0,0
8726636f5ffffff,0,0
8726636f1ffffff,0,0
8726636c6ffffff,0,0
8726636d5ffffff,0,0
8726636d0ffffff,0,0
8726636d3ffffff,1,1
872645d2dffffff,0,0
872645d28ffffff,0,0
872645d2affffff,0,0
872645d0cffffff,0,0
872645d01ffffff,0,0
872645d0effffff,0,0
872645d1dffffff,0,0
872645d18ffffff,0,0
872645d1affffff,0,0
872645da9ffffff,0,0
872645dabffffff,0,0
872645d8cffffff,0,0
872645d8effffff,0,0
872645d8affffff,0,0
872645d9dffffff,0,0
872645d99ffffff,0,0
872645d9bffffff,0,0
872645cb4ffffff,0,0
872645cb6ffffff,0,0
87264434dffffff,0,0
872644348ffffff,0,0
87264434affffff,0,0
87264435dffffff,0,0
872644358ffffff,0,0
87264435affffff,0,0
87264422dffffff,0,0
872644229ffffff,0,0
87264422bffffff,0,0
87264420cffffff,0,0
87264420effffff,0,0
87264421dffffff,0,0
872644219ffffff,0,0
87264421bffffff,0,0
8726442f4ffffff,0,0
8726442f6ffffff,0,0
8726442f2ffffff,0,0
872644289ffffff,0,0
87264428bffffff,0,0
872640924ffffff,0,0
872640926ffffff,0,0
872640935ffffff,0,0
872640930ffffff,0,0
872640932ffffff,0,0
872640914ffffff,0,0
872644649ffffff,0,0
87264464bffffff,0,0
8726409a5ffffff,0,0
8726409a0ffffff,0,0
8726409a2ffffff,0,0
872640984ffffff,0,0
8726409b1ffffff,0,0
8726409b3ffffff,0,0
872640994ffffff,0,0
872640996ffffff,0,0
8726446cbffffff,0,0
872640d65ffffff,0,0
872640d60ffffff,0,0
872640d62ffffff,0,0
872640d71ffffff,0,0
872640d73ffffff,0,0
872640d72ffffff,0,0
872640d54ffffff,0,0
872640d09ffffff,1,1
872640d56ffffff,0,0
872640c25ffffff,0,0
872640d52ffffff,0,0
872640c21ffffff,0,0
872640c23ffffff,0,0
872640c04ffffff,0,0
872640c06ffffff,0,0
872640c02ffffff,0,0
872640c11ffffff,0,0
872640c1cffffff,0,0
872640c1effffff,0,0
872640c1affffff,0,0
872640ca9ffffff,0,0
872640cf6ffffff,0,0
872640c8dffffff,0,0
872640cf2ffffff,0,0
872640cd4ffffff,0,0
872640cf3ffffff,0,0
872640cd5ffffff,0,0
872640cc6ffffff,0,0
872640cc2ffffff,0,0
872640cc0ffffff,0,0
872640986ffffff,0,0
8726442f0ffffff,0,0
872645d88ffffff,0,0
872663619ffffff,0,0
872663186ffffff,0,0
872663184ffffff,0,0
872663c46ffffff,0,0
87266c2a0ffffff,0,0
87266c2a4ffffff,0,0
87266c2a5ffffff,0,0
87266c216ffffff,0,0
87266c214ffffff,0,0
87266c232ffffff,0,0
87266c230ffffff,0,0
87266c235ffffff,0,0
87266c226ffffff,0,0
87266c220ffffff,0,0
87266c224ffffff,0,0
87266c225ffffff,0,0
87266c356ffffff,0,0
87266c354ffffff,0,0
87266c372ffffff,0,0
87266c370ffffff,0,0
87266c376ffffff,0,0
87266c329ffffff,0,0
87266cadaffffff,0,0
87266cad8ffffff,0,0
87266cadcffffff,0,0
87266cac2ffffff,0,0
87266cad5ffffff,0,0
87266caf3ffffff,0,0
87266caf0ffffff,0,0
87266caf4ffffff,0,0
87266caa9ffffff,0,0
87266ca1affffff,0,0
87266caadffffff,0,0
87266ca1effffff,0,0
87266ca11ffffff,0,0
87266ca15ffffff,0,0
87266ca06ffffff,0,0
87266ca31ffffff,0,0
87266ca35ffffff,0,0
87266cb1bffffff,0,0
87266cb18ffffff,0,0
87266cb1cffffff,0,0
87266cb1dffffff,0,0
87266cb03ffffff,0,0
87266cb0effffff,0,0
87266cb0cffffff,0,0
87266cb0dffffff,0,0
87266cb76ffffff,0,0
87266cb74ffffff,0,0
87266cb75ffffff,0,0
87266cb62ffffff,0,0
87266cb60ffffff,0,0
87266cb65ffffff,0,0
872a93796ffffff,0,0
872a93794ffffff,0,0
872a937b3ffffff,0,0
872a937b0ffffff,0,0
872a937b5ffffff,0,0
872a937b4ffffff,0,0
872a9345bffffff,0,0
872a93458ffffff,0,0
87266dcf6ffffff,0,0
87266dcf0ffffff,0,0
87266dcf3ffffff,0,0
87266dcc6ffffff,0,0
87266dcc2ffffff,0,0
87266dcc3ffffff,0,0
87266dcdcffffff,0,0
87266dcddffffff,0,0
87266dcd9ffffff,0,0
87266d566ffffff,0,0
87266d560ffffff,0,0
87266d562ffffff,0,0
87266d563ffffff,0,0
87266d544ffffff,0,0
87266d545ffffff,0,0
87266d541ffffff,0,0
87266d54effffff,0,0
87266d54affffff,0,0
87266d54bffffff,0,0
87266d465ffffff,0,0
87266d461ffffff,0,0
87266d463ffffff,0,0
87266d444ffffff,0,0
87266d471ffffff,0,0
87266d473ffffff,0,0
87266d454ffffff,0,0
87266d456ffffff,1,1
87266d40bffffff,0,0
87266d4e4ffffff,0,0
87266d419ffffff,0,0
87266d41bffffff,0,0
87266d4f4ffffff,0,0
87266d4a9ffffff,0,0
87266d4adffffff,0,0
87266d4acffffff,0,0
87266d4aeffffff,0,0
87266d4a1ffffff,0,0
87266d4a3ffffff,0,0
87266c2a3ffffff,0,0
87266c398ffffff,0,0
87266a896ffffff,0,0
87266ac6cffffff,0,0
87266ac68ffffff,0,0
87266ac6bffffff,0,0
87266ac4cffffff,0,0
87266ac48ffffff,0,0
87266ac49ffffff,0,0
87266ac4bffffff,0,0
87266a988ffffff,0,0
8726685a9ffffff,0,0
87266851affffff,0,0
872668262ffffff,0,0
87266958cffffff,0,0
872669588ffffff,0,0
87266958bffffff,0,0
8726694a5ffffff,0,0
8726694a0ffffff,0,0
8726694a1ffffff,0,0
8726694aeffffff,0,0
8726694aaffffff,0,0
87266948cffffff,0,0
872669488ffffff,0,0
87266948bffffff,0,0
87266bb25ffffff,0,0
87266bb21ffffff,0,0
87266bb23ffffff,0,0
87266bb05ffffff,0,0
87266bb01ffffff,0,0
87266bb03ffffff,0,0
87266bb1cffffff,0,0
87266bb18ffffff,0,0
87266bb1effffff,0,0
87266bb1affffff,0,0
87266ba34ffffff,0,0
87266bba9ffffff,0,0
87266ba36ffffff,0,0
87266bb8dffffff,0,0
87266bb88ffffff,0,0
87266bb8affffff,0,0
87266baa4ffffff,0,0
87266bb99ffffff,0,0
87266bb9bffffff,0,0
87266bab4ffffff,1,1
87266bab0ffffff,0,0
87266bab2ffffff,0,0
87266b149ffffff,0,0
87266b148ffffff,0,0
87266b14affffff,0,0
87266b159ffffff,0,0
87266b066ffffff,0,0
87266b075ffffff,0,0
87266b071ffffff,0,0
87266b046ffffff,0,0
87266b055ffffff,0,0
87266b042ffffff,0,0
87266b051ffffff,0,0
87266b05effffff,0,0
87266b05affffff,0,0
87266b3b4ffffff,0,0
87266b3b0ffffff,0,0
87266b3b3ffffff,0,0
87266b395ffffff,0,0
87266b391ffffff,0,0
87266b39effffff,0,0
87266b76dffffff,0,0
87266b769ffffff,0,0
87266b2b6ffffff,0,0
87266b74dffffff,0,0
87266b749ffffff,1,1
87266b296ffffff,0,0
87266b665ffffff,0,0
87266b292ffffff,0,0
87266b661ffffff,0,0
87266b66cffffff,0,0
87266b66effffff,0,0
87266b66affffff,0,0
87266b64effffff,0,0
87266b64affffff,0,0
87264d9a4ffffff,0,0
87264d9a6ffffff,0,0
87264d9a2ffffff,0,0
87264d984ffffff,0,0
87264d986ffffff,0,0
87264d980ffffff,0,0
87264d982ffffff,0,0
87264d99cffffff,0,0
87264d998ffffff,0,0
87264d999ffffff,0,0
87264d99bffffff,0,0
87264d8a6ffffff,0,0
87264d8b5ffffff,0,0
87264d8a2ffffff,0,0
87264d8a3ffffff,0,0
87264d885ffffff,0,0
87264d880ffffff,0,0
87264d883ffffff,0,0
87264d89dffffff,0,0
87264d899ffffff,0,0
87264d898ffffff,0,0
87264d89bffffff,0,0
87264d89affffff,0,0
87264d134ffffff,0,0
87264dc69ffffff,0,0
87264dc6bffffff,0,0
87264dc4cffffff,0,0
87264dc4effffff,0,0
87264dc48ffffff,0,0
87264dc4bffffff,0,0
87264d1a5ffffff,0,0
87264d112ffffff,0,0
87264d110ffffff,0,0
87264d115ffffff,0,0
87264d133ffffff,0,0
87264d131ffffff,0,0
87264d135ffffff,1,1
87266b641ffffff,0,0
87266b14bffffff,0,0
872669581ffffff,0,0
872661bb3ffffff,0,0
872661bb1ffffff,0,0
872661bb0ffffff,0,0
872661bb4ffffff,0,0
8726618e9ffffff,0,0
8726618edffffff,0,0
87266540affffff,0,0
87266540effffff,0,0
872665403ffffff,0,0
872665400ffffff,0,0
872665404ffffff,0,0
872665431ffffff,0,0
872665435ffffff,0,0
87266551bffffff,0,0
87266551affffff,0,0
87266551effffff,0,0
8726655adffffff,0,0
8726655a8ffffff,0,0
8726655aaffffff,0,0
872665585ffffff,0,0
872665580ffffff,0,0
872665582ffffff,0,0
872665591ffffff,0,0
872665590ffffff,0,0
872665592ffffff,0,0
872660961ffffff,0,0
872660963ffffff,0,0
872660962ffffff,0,0
872665690ffffff,0,0
872665693ffffff,0,0
87266161cffffff,0,0
872661611ffffff,0,0
872661615ffffff,0,0
872661633ffffff,0,0
872661614ffffff,0,0
872661616ffffff,0,0
8726616a5ffffff,0,0
8726616a0ffffff,0,0
8726616a2ffffff,0,0
8726616b1ffffff,0,0
872661686ffffff,0,0
8726616b3ffffff,0,0
87266161bffffff,0,0
8726616e6ffffff,0,0
8726616e0ffffff,0,0
8726616e2ffffff,0,0
8726616e1ffffff,0,0
872661652ffffff,0,0
872661650ffffff,0,0
872661651ffffff,0,0
872661642ffffff,0,0
872661643ffffff,0,0
872661641ffffff,0,0
87266164effffff,0,0
87266164cffffff,0,0
87266164dffffff,0,0
87266e932ffffff,0,0
87266e933ffffff,0,0
87266e930ffffff,0,0
87266e931ffffff,0,0
87266e904ffffff,0,0
87266e923ffffff,0,0
87266e905ffffff,0,0
87266e900ffffff,0,0
87266e903ffffff,0,0
87266e91cffffff,0,0
87266e91dffffff,0,0
87266e918ffffff,0,0
87266e91affffff,0,0
87266e91bffffff,0,0
87266e834ffffff,0,0
87266e835ffffff,0,0
87266e830ffffff,0,0
87266e832ffffff,0,0
87266e814ffffff,0,0
87266e816ffffff,0,0
87266e810ffffff,0,0
87266e812ffffff,0,0
87266e8acffffff,0,0
87266e921ffffff,0,0
87266e925ffffff,0,0
87266e924ffffff,0,0
87266128affffff,0,0
872661288ffffff,0,0
87266128dffffff,0,0
8726612f2ffffff,0,0
8726612f6ffffff,0,0
8726612f4ffffff,0,0
87266121affffff,0,0
87266121bffffff,0,0
872661218ffffff,0,0
87266121dffffff,0,0
87266120effffff,0,0
87266120cffffff,0,0
87266122bffffff,0,0
872661228ffffff,0,0
87266122dffffff,0,0
872661353ffffff,0,0
872661352ffffff,0,0
872661350ffffff,0,0
872661356ffffff,0,0
872661354ffffff,0,0
872661309ffffff,0,0
872661372ffffff,0,0
872661376ffffff,0,0
872661374ffffff,0,0
872661329ffffff,0,0
87266132dffffff,0,0
872661ad3ffffff,0,0
872a92294ffffff,0,0
872a92295ffffff,0,0
872a922b3ffffff,0,0
872a92286ffffff,0,0
872a922b1ffffff,0,0
872a92284ffffff,0,0
872a922a2ffffff,0,0
872a922a3ffffff,0,0
872a922a0ffffff,0,0
872a922a1ffffff,0,0
8726606d1ffffff,0,0
8726606d2ffffff,0,0
8726606d3ffffff,0,0
872663d2cffffff,0,0
872663d2effffff,0,0
872663d28ffffff,0,0
872663d2bffffff,0,0
872663d0dffffff,0,0
872663d09ffffff,0,0
872663d54ffffff,0,0
872663d56ffffff,0,0
872663d50ffffff,0,0
872663d53ffffff,0,0
872663c2dffffff,0,0
872663c29ffffff,0,0
87266e68dffffff,0,0
87266e7a5ffffff,0,0
872666150ffffff,0,0
872666155ffffff,0,0
872666146ffffff,0,0
872666140ffffff,0,0
87266616effffff,0,0
87266616cffffff,0,0
87266616dffffff,0,0
872666b93ffffff,0,0
872666b91ffffff,1,1
872666b82ffffff,0,0
872666b86ffffff,0,0
872666b84ffffff,0,0
872666ba2ffffff,0,0
872666ba0ffffff,0,0
872666ba4ffffff,0,0
872666ba5ffffff,0,0
87266684bffffff,0,0
872666b16ffffff,0,0
872666849ffffff,0,0
872666b32ffffff,0,0
872666b30ffffff,0,0
872666b35ffffff,0,0
87266449bffffff,0,0
872664499ffffff,0,0
87266448affffff,0,0
87266448bffffff,0,0
872664489ffffff,0,0
8726644f2ffffff,0,0
8726644f0ffffff,0,0
8726644f6ffffff,0,0
87266402affffff,0,0
872664028ffffff,0,0
872664029ffffff,0,0
872664074ffffff,0,0
87266415bffffff,0,0
872664066ffffff,0,0
872664060ffffff,0,0
872664065ffffff,0,0
872664a92ffffff,0,0
872664cf6ffffff,0,0
87274bca0ffffff,0,0
87274bca3ffffff,0,0
87274bcaeffffff,0,0
87274bcaaffffff,0,0
87274bca8ffffff,0,0
87274bca9ffffff,0,0
87274bc1affffff,0,0
87266418cffffff,0,0
872664181ffffff,0,0
87275934dffffff,0,0
872a92c6bffffff,0,0
872a92c4dffffff,0,0
872a921b3ffffff,0,0
872a921b0ffffff,0,0
872a921b4ffffff,0,0
872a9240bffffff,0,0
872a924acffffff,0,0
872665b2affffff,0,0
872665b01ffffff,0,0
872665b03ffffff,0,0
872665901ffffff,0,0
87266590effffff,0,0
872665903ffffff,0,0
87266591dffffff,0,0
872665918ffffff,0,0
87266591affffff,0,0
87266584dffffff,0,0
872661696ffffff,0,0
872661694ffffff,0,0
872663a64ffffff,0,0
872663b4affffff,0,0
872663b4effffff,0,0
872663b41ffffff,0,0
872663b45ffffff,0,0
872663b6affffff,0,0
872663b6effffff,0,0
872663b63ffffff,0,0
872663b60ffffff,0,0
872663b64ffffff,0,0
8726614d9ffffff,0,0
8726614ddffffff,0,0
8726614d8ffffff,0,0
8726614dbffffff,0,0
872663b66ffffff,0,0
872663b75ffffff,0,0
872663b62ffffff,0,0
872663b71ffffff,0,0
872663b46ffffff,0,0
872663b42ffffff,0,0
872663b43ffffff,0,0
872663b5dffffff,0,0
872663b59ffffff,0,0
8726614dcffffff,0,0
8726614d1ffffff,0,0
8726614c2ffffff,0,0
8726614f3ffffff,0,0
8726614f0ffffff,0,0
8726614f6ffffff,0,0
8726614a9ffffff,0,0
8726614a8ffffff,0,0
8726614acffffff,0,0
872661412ffffff,0,0
8726614a5ffffff,0,0
87266158bffffff,0,0
87266158affffff,0,0
87266159dffffff,0,0
87266158effffff,0,0
872661583ffffff,0,0
872661580ffffff,0,0
872661586ffffff,0,0
8726615b1ffffff,0,0
8726615b5ffffff,0,0
8726615b4ffffff,0,0
87266025affffff,0,0
87266025effffff,0,0
872660253ffffff,0,0
872660251ffffff,0,0
872660250ffffff,0,0
872665493ffffff,0,0
872668801ffffff,0,0
87266880cffffff,0,0
87266a96affffff,0,0
87266a94cffffff,0,0
87266a94dffffff,0,0
8726684b2ffffff,0,0
87266a949ffffff,0,0
872668494ffffff,0,0
872668496ffffff,0,0
872668490ffffff,0,0
872668492ffffff,0,0
87266a86cffffff,0,0
87266a868ffffff,0,0
87266a86bffffff,0,0
87266a84dffffff,0,0
87266a849ffffff,0,0
87266ab16ffffff,0,0
87266ab12ffffff,0,0
87266abacffffff,0,0
87266aba8ffffff,0,0
87266abaeffffff,0,0
87266ab85ffffff,0,0
87266ab84ffffff,0,0
87266ab86ffffff,0,0
87266ab95ffffff,0,0
87266ab90ffffff,0,0
87266ab96ffffff,0,0
87266ab92ffffff,0,0
87266a165ffffff,0,0
87266a164ffffff,0,0
87266a8d9ffffff,0,0
87266a8dbffffff,0,0
87266a174ffffff,0,0
87266a129ffffff,0,0
87266a12bffffff,0,0
87266a128ffffff,0,0
87266a12effffff,0,0
87266a105ffffff,0,0
87266a104ffffff,0,0
87266a106ffffff,0,0
87266ad69ffffff,0,0
87266ad6dffffff,0,0
87266a99effffff,0,0
87266a991ffffff,1,1
87266a8daffffff,0,0
87266a8deffffff,0,0
87266a8d1ffffff,0,0
87266a8d5ffffff,0,0
87266a8f3ffffff,0,0
87266a8f1ffffff,0,0
87266a8f0ffffff,0,0
87266a8f5ffffff,0,0
87266a8e2ffffff,0,0
87266a8e0ffffff,0,0
87266a8e1ffffff,0,0
87266a852ffffff,0,0
87266a856ffffff,0,0
87266a854ffffff,0,0
87266a873ffffff,0,0
87266a846ffffff,0,0
87266a871ffffff,0,0
87266a844ffffff,0,0
87266a863ffffff,0,0
87266a860ffffff,0,0
87266a865ffffff,0,0
87266a864ffffff,0,0
87266a94bffffff,0,0
87266a94affffff,0,0
87266a948ffffff,0,0
87266a94effffff,0,0
872668803ffffff,0,0
872668802ffffff,0,0
872668815ffffff,0,0
872668873ffffff,0,0
872668871ffffff,0,0
872668844ffffff,0,0
87266835cffffff,0,0
872668358ffffff,0,0
87266835affffff,0,0
872668229ffffff,0,0
87266822bffffff,0,0
87266820dffffff,0,0
872668209ffffff,0,0
872668208ffffff,0,0
87266820bffffff,0,0
8726682e4ffffff,0,0
8726682e6ffffff,0,0
8726682e0ffffff,0,0
8726682e2ffffff,0,0
8726682c4ffffff,0,0
8726682c6ffffff,0,0
8726682d5ffffff,0,0
8726682d0ffffff,0,0
8726682d2ffffff,0,0
87266b921ffffff,0,0
87266b92effffff,0,0
87266b92affffff,0,0
87266b901ffffff,0,0
87266b903ffffff,0,0
87266b91cffffff,0,0
87266b91effffff,0,0
87266ab81ffffff,0,0
87266ab8effffff,0,0
87266ab8affffff,0,0
87266ab8bffffff,0,0
87266aaa4ffffff,0,0
87266aaa5ffffff,0,0
87266aaa1ffffff,0,0
87266aa12ffffff,0,0
87266aa10ffffff,0,0
87266aa14ffffff,0,0
87266aa15ffffff,0,0
87266aa13ffffff,0,0
87266aaadffffff,0,0
87266aa1affffff,0,0
87266aaf4ffffff,0,0
87266aa1bffffff,0,0
87266aaf5ffffff,0,0
87266aae2ffffff,0,0
87266aae3ffffff,1,1
87266aac5ffffff,0,0
87266aaeaffffff,0,0
87266aaebffffff,0,0
87266aacdffffff,0,0
87266bd95ffffff,0,0
87266bd86ffffff,0,0
87266bd82ffffff,0,0
87266bd9cffffff,0,0
87266bd9dffffff,0,0
87266bd8affffff,0,0
87266bd8bffffff,0,0
87266bc16ffffff,0,0
87266bc10ffffff,0,0
87266bc11ffffff,0,0
87266bc1effffff,0,0
87266bcadffffff,0,0
87266bc13ffffff,0,0
87266bdb2ffffff,0,0
87266aa33ffffff,0,0
87266aa32ffffff,0,0
87266aa30ffffff,0,0
87266aa34ffffff,0,0
87266ab1bffffff,0,0
87266ab1affffff,0,0
87266abadffffff,0,0
87266ab13ffffff,0,0
87266a8f2ffffff,0,0
87266a889ffffff,0,0
87266a88bffffff,0,0
87266a124ffffff,0,0
87266a126ffffff,0,0
87266a122ffffff,0,0
87266a114ffffff,0,0
87266a116ffffff,1,1
87266a112ffffff,0,0
87266a1acffffff,1,1
87266a1a8ffffff,0,0
87266a1abffffff,0,0
87266a18dffffff,0,0
87266a189ffffff,0,0
87266a016ffffff,0,0
87266a010ffffff,0,0
87266a013ffffff,0,0
87266a01effffff,0,0
87266a01affffff,0,0
87266a018ffffff,0,0
87266a01bffffff,0,0
87266a0f5ffffff,0,0
87266a0e2ffffff,0,0
87266a0c4ffffff,0,0
87266a0c0ffffff,0,0
87266a0c1ffffff,0,0
87266a0ceffffff,0,0
87266a0c8ffffff,0,0
87266a0cbffffff,0,0
87266a396ffffff,0,0
87266a392ffffff,0,0
87266a76cffffff,0,0
87266a76dffffff,0,0
87266a769ffffff,0,0
87266a2b6ffffff,0,0
87266a2b2ffffff,0,0
87266a2b3ffffff,0,0
87266a295ffffff,0,0
87266a291ffffff,0,0
87266a29effffff,0,0
87266a29affffff,0,0
87266a66dffffff,0,0
87266a290ffffff,0,0
87266a294ffffff,0,0
87266a74dffffff,0,0
87266a76bffffff,0,0
87266a768ffffff,0,0
87266a761ffffff,0,0
87266a760ffffff,0,0
87266a764ffffff,0,0
87266a0d9ffffff,0,0
87266a0ddffffff,0,0
87266a0c3ffffff,0,0
87266a0f1ffffff,0,0
87266a0adffffff,0,0
872668574ffffff,0,0
872668576ffffff,0,0
872668570ffffff,0,0
872668572ffffff,0,0
872668573ffffff,0,0
872668554ffffff,0,0
872668555ffffff,0,0
872668551ffffff,0,0
87266855effffff,0,0
87266855affffff,0,0
872668474ffffff,0,0
872668470ffffff,0,0
872668472ffffff,0,0
872668409ffffff,0,0
872668456ffffff,0,0
872668452ffffff,0,0
8726684e1ffffff,0,0
8726684eeffffff,0,0
8726684eaffffff,0,0
8726684ccffffff,0,0
8726684ceffffff,0,0
8726684c8ffffff,0,0
8726684caffffff,0,0
8726684ddffffff,0,0
8726684d8ffffff,0,0
8726684dcffffff,0,0
8726684deffffff,0,0
87266ab2dffffff,0,0
87266ab28ffffff,0,0
87266ab2effffff,0,0
87266ab2affffff,0,0
87266ab01ffffff,0,0
87266ab0effffff,0,0
87266ab1dffffff,0,0
87266ab18ffffff,0,0
87266aaa8ffffff,0,0
87266aaabffffff,0,0
87266aaaaffffff,0,0
87266aa8cffffff,0,0
87266aa88ffffff,0,0
87266aa8bffffff,0,0
87266aad6ffffff,0,0
87266aad2ffffff,0,0
87266aad3ffffff,0,0
87266a32dffffff,0,0
87266aadaffffff,0,0
87266a329ffffff,0,0
87266a374ffffff,0,0
87266a376ffffff,0,0
87266a370ffffff,0,0
87266a373ffffff,0,0
87266a354ffffff,0,0
87266a355ffffff,0,0
87266a350ffffff,0,0
87266a353ffffff,0,0
87266a22dffffff,0,0
87266a229ffffff,0,0
87266a276ffffff,0,0
87266a274ffffff,0,0
87266a270ffffff,0,0
87266a271ffffff,0,0
87266a273ffffff,0,0
87266a246ffffff,0,0
87266a255ffffff,0,0
87266a242ffffff,0,0
87266a243ffffff,0,0
87266a25cffffff,0,0
87266a25dffffff,0,0
87266a24affffff,0,0
87266a24effffff,0,0
87266a248ffffff,0,0
87266a24cffffff,0,0
87266a26affffff,0,0
87266a26bffffff,0,0
87266a268ffffff,0,0
87266a269ffffff,0,0
87266a26dffffff,0,0
87266bc9effffff,0,0
87266bc91ffffff,0,0
87266bc82ffffff,0,0
87266bc83ffffff,0,0
87266bc80ffffff,0,0
87266bc84ffffff,0,0
87266bca3ffffff,0,0
87266bca1ffffff,0,0
87266bca5ffffff,0,0
87266bca4ffffff,0,0
87266bd99ffffff,0,0
87266bd98ffffff,0,0
87266bd91ffffff,0,0
87266bd90ffffff,0,0
87266bd96ffffff,0,0
87266aac9ffffff,0,0
87266aac8ffffff,0,0
87266aaccffffff,0,0
87266aac1ffffff,0,0
87266aac4ffffff,0,0
87266aaf1ffffff,0,0
87266aaf0ffffff,0,0
87266aaa9ffffff,0,0
87266a99cffffff,0,0
87266a982ffffff,0,0
87266a259ffffff,0,0
87266a258ffffff,0,0
87266a25bffffff,0,0
87266b5b5ffffff,0,0
87266b5b1ffffff,0,0
87266b5b3ffffff,0,0
87266b595ffffff,0,0
87266b590ffffff,0,0
87266b592ffffff,0,0
87264c96cffffff,0,0
87264c968ffffff,0,0
87264c96affffff,0,0
87264c941ffffff,0,0
87264c94effffff,0,0
87264c95dffffff,0,0
87264c959ffffff,0,0
87264c866ffffff,0,0
87264c862ffffff,0,0
87264c844ffffff,0,0
87264c840ffffff,0,0
87264c842ffffff,0,0
87264c85cffffff,0,0
87264c858ffffff,0,0
87264c85affffff,0,0
87264cbb4ffffff,0,0
87264cbb0ffffff,0,0
87264cbb2ffffff,0,0
87264cbb3ffffff,0,0
87264cb94ffffff,0,0
87264cb90ffffff,0,0
87264cb95ffffff,0,0
87264cb82ffffff,0,0
87264cb80ffffff,0,0
87264cb85ffffff,0,0
87264cbaaffffff,0,0
87264cba8ffffff,0,0
87264cbadffffff,0,0
87264cb1affffff,0,0
87264cb18ffffff,0,0
87264cb1dffffff,0,0
87264cb19ffffff,0,0
87264c8cdffffff,0,0
87264cbb6ffffff,0,0
87264c8ebffffff,0,0
87264c8e8ffffff,0,0
87264c8ecffffff,0,0
87264c852ffffff,0,0
87264c856ffffff,0,0
87264c809ffffff,0,0
87264c808ffffff,0,0
87264c80cffffff,0,0
87264c82affffff,0,0
87264c82effffff,0,0
87264c823ffffff,0,0
87264c820ffffff,0,0
87264c825ffffff,0,0
87264c824ffffff,0,0
87264c90bffffff,0,0
87264c908ffffff,0,0
87264c90dffffff,0,0
87264c976ffffff,0,0
87264c929ffffff,0,0
87264c974ffffff,0,0
87266a2daffffff,0,0
87266a2dbffffff,0,0
87266a2d9ffffff,1,1
87266a2caffffff,0,0
87266a2c8ffffff,0,0
87266a2cdffffff,0,0
87266b5b6ffffff,0,0
87266b5b4ffffff,0,0
87266bc9affffff,0,0
87266bc98ffffff,0,0
87266bc9dffffff,0,0
87266bc81ffffff,0,0
87266bc8cffffff,0,0
87266bcaaffffff,0,0
87266bca8ffffff,0,0
87266a986ffffff,0,0
